,hotel_name,hotel_url,city_name,score,description,location,hotel_latitude,hotel_longtitude
84,Hôtel Saint Louis,https://www.booking.com/hotel/fr/saint-louis-aigues-mortes.html,Aigues Mortes,8.4,"Set in the historical heart of Aigues-Mortes, 183 m from the Tour de Constance, Hôtel Saint Louis is an air-conditioned hotel with a wellness center and restaurant. Free WiFi access is available on site and public city parking spots are available for free. All rooms feature a contemporary décor inspired by the region and are fitted a flat-screen TV, a mini-bar and a telephone. Each room has a private bathroom. In the summer, guests can enjoy a drink on the patio or sun terrace. The onsite restaurant features a baroque-style décor and offers modern Camargue cuisine made with local produce and outdoor seating. Nîmes is 43 km from Hôtel Saint Louis, while Arles is 49 km from the property. Montpellier - Mediterranee Airport is 26 km away.  There is a wellness center with a sauna and massages are also available on request. ","10, Rue Amiral Courbet, 30220 Aigues-Mortes, France",43.56721967,4.18934360
85,le dit vin secret,https://www.booking.com/hotel/fr/le-dit-vin-secret.html,Aigues Mortes,8.8,"Located in Aigues-Mortes, 24 km from Montpellier Arena and 24 km from Parc des Expositions de Montpellier, le dit vin secret provides accommodation with free WiFi, air conditioning, free bikes and a restaurant. There is a fully equipped private bathroom with shower and free toiletries. A continental breakfast is available daily at the bed and breakfast. Zenith Sud Montpellier is 28 km from le dit vin secret, while Odysseum Shopping Centre is 29 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from the accommodation. ","13 rue sadi carnot 13 rue sadi carnot, 30220 Aigues-Mortes, France",43.56676900,4.18911300
86,Holiday Home La Maison Theaulon,https://www.booking.com/hotel/fr/holiday-home-la-maison-theaulon.html,Aigues Mortes,6.3,"Located in Aigues-Mortes in the Languedoc-Roussillon region, Holiday Home La Maison Theaulon has a patio. Private parking is available on site. The holiday home features 3 bedrooms, a flat-screen TV, an equipped kitchenette with a fridge and an oven, a washing machine, and 2 bathrooms with a shower. Montpellier Arena is 24 km from the holiday home, while Parc des Expositions de Montpellier is 24 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from Holiday Home La Maison Theaulon. ","30220 Aigues-Mortes, France",43.56609700,4.19026600
87,"Hôtel-Restaurant ""Chez Carrière""",https://www.booking.com/hotel/fr/restaurant-quot-chez-carriere-quot.html,Aigues Mortes,8.6,"Hôtel-Restaurant ""Chez Carrière"" is located in Aigues-Mortes. This hotel features free WiFi and a terrace. The property is situated in the Aigues-Mortes Medieval City district. At the hotel, the air conditioned rooms are fitted with a wardrobe and a flat-screen TV. The private bathroom is equipped with a shower, free toiletries and a hairdryer. A continental breakfast can be enjoyed in the breakfast area. Montpellier is 26 km from Hôtel-Restaurant ""Chez Carrière"". The nearest airport is Montpellier - Mediterranee Airport, 19 km from the accommodation. Free public parking card is offered upon arrival. ","18 rue Pasteur, 30220 Aigues-Mortes, France",43.56651351,4.19115815
88,Casa Rosario,https://www.booking.com/hotel/fr/casa-rosario-aigues-mortes.html,Aigues Mortes,8.5,"Within 24 km of Montpellier Arena and 24 km of Parc des Expositions de Montpellier, Casa Rosario provides free WiFi and free bikes. This holiday home is 28 km from Zenith Sud Montpellier and 29 km from Odysseum Shopping Centre. This air-conditioned holiday home is equipped with 2 bedrooms, a flat-screen TV, and a kitchen with a fridge and a microwave. Towels and bed linen are provided in the holiday home. Montpellier Town Hall is 29 km from the holiday home, while The Corum is 32 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from Casa Rosario. ","20 Rue Denfert Rochereau, 30220 Aigues-Mortes, France",43.56650250,4.18921260
89,Bel Appartement Terrasse 4 Étoiles Intra Muros,https://www.booking.com/hotel/fr/bel-appartement-terrasse-intra-muros.html,Aigues Mortes,9.2,"Located in Aigues-Mortes, 24 km from Montpellier Arena and 24 km from Parc des Expositions de Montpellier, Bel Appartement Terrasse 4 Étoiles Intra Muros provides accommodation with free WiFi, air conditioning and a terrace. With city views, this accommodation offers a patio. This apartment is equipped with 1 bedroom, a kitchen with a fridge and an oven, a flat-screen TV, a seating area and 1 bathroom equipped with a shower. Towels and bed linen are provided in the apartment. A children's playground is also available for guests at the apartment. Zenith Sud Montpellier is 28 km from Bel Appartement Terrasse 4 Étoiles Intra Muros, while Odysseum Shopping Centre is 29 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from the accommodation. ","7, rue de la République, 30220 Aigues-Mortes, France",43.56718677,4.19134417
90,Les suites du 17,https://www.booking.com/hotel/fr/les-suites-du-17.html,Aigues Mortes,9.0,"Set in Aigues-Mortes and with Montpellier Arena reachable within 24 km, Les suites du 17 offers a garden, non-smoking rooms, free WiFi throughout the property and a terrace. The property is around 24 km from Parc des Expositions de Montpellier, 28 km from Zenith Sud Montpellier and 29 km from Odysseum Shopping Centre. Each room is fitted with a patio. The units come with air conditioning, a fridge, an oven, a coffee machine, a shower, free toiletries and a desk. Every room includes a wardrobe and a flat-screen TV, and certain units at the guest house have a balcony. All units feature a private bathroom, a hairdryer and bed linen. Montpellier Town Hall is 29 km from Les suites du 17, while The Corum is 32 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from the accommodation. ","17 rue Emile Jamais, 30220 Aigues-Mortes, France",43.56622700,4.19112100
91,AirKat Saint Louis,https://www.booking.com/hotel/fr/airkat-saint-louis.html,Aigues Mortes,9.1,"Within 24 km of Montpellier Arena and 24 km of Parc des Expositions de Montpellier, AirKat Saint Louis features free WiFi and a terrace. This holiday home is 29 km from Montpellier Town Hall and 32 km from The Corum. This air-conditioned holiday home has 4 bedrooms, a flat-screen TV, a dining area, and a kitchen with a fridge and an oven. The holiday home offers a hot tub. Zenith Sud Montpellier is 28 km from AirKat Saint Louis, while Odysseum Shopping Centre is 29 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 29 km from the accommodation. ","25 Rue Sadi Carnot, 30220 Aigues-Mortes, France",43.56689010,4.18878840
92,T2 au coeur de la cité médiévale Aigues-Mortes,https://www.booking.com/hotel/fr/t2-au-coeur-de-la-cite-medievale-aigues-mortes.html,Aigues Mortes,,"T2 au coeur de la cité médiévale Aigues-Mortes is situated in the Aigues-Mortes Medieval City district of Aigues-Mortes, 24 km from Parc des Expositions de Montpellier, 28 km from Zenith Sud Montpellier and 28 km from Odysseum Shopping Centre. The air-conditioned accommodation is 24 km from Montpellier Arena, and guests benefit from complimentary WiFi and private parking available on site. The apartment features a TV. A fridge, an oven and a microwave can be found in the kitchenette. Montpellier Town Hall is 29 km from the apartment, while The Corum is 32 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 29 km from T2 au coeur de la cité médiévale Aigues-Mortes. ","6 Rue Emile Zola, 30220 Aigues-Mortes, France",43.56756300,4.19138900
93,Boutique Hôtel des Remparts & Spa,https://www.booking.com/hotel/fr/les-remparts-aigues-mortes.html,Aigues Mortes,9.5,"Located in a former military station dating from the 18th-century, inside the medieval ramparts of Aigues-Mortes, this refined hotel offers a bar and a terrace with sun loungers. There is also a spa with an indoor heated pool. This boutique hotel is located opposite the Tower of Constance and The Centre for National Monuments. The guest rooms with ceiling heights between 3.30 and 4 m feature stone walls, a minibar, a flat-screen TV and free WiFi. All rooms come with a bathroom with a free standing bathtub, a walk-in shower, bathrobes and slippers. There is no separation between the sleeping area and the bathroom. They all feature views of the ramparts. A continental breakfast is served each morning and can be enjoyed in the lounges or on the terrace, weather permitting. Guests are invited to enjoy a drink in the hotel’s lounge bar, which features contemporary furniture and panoramic views of the ramparts. Aigues-Mortes Train Station is a 5-minute walk from the hotel while Montpellier Méditerranée Airport is a 20-minute drive away. Golf de la Grande Motte is 12 km from the hotel. ","6, Place Anatole France, 30220 Aigues-Mortes, France",43.56803552,4.19034380
94,Maison De Mon Père,https://www.booking.com/hotel/fr/maison-de-mon-pere.html,Aigues Mortes,9.1,Maison De Mon Père is a B&B locate in the centre of the medieval city of Aigues-Mortes. It is 200 m from the ramparts and the towers of the fortified city. Free WiFi access is provided. The air-conditioned double rooms offer a flat-screen TV with satellite channels. The private bathrooms have a bath or shower. Restaurants can be found 100 m away. This B&B is 29.1 km from Saintes-Maries-de-la-Mer. Maison De Mon Père is 26.8 km from Montpellier Méditerranée Airport. ,"17 Rue de la République, 30220 Aigues-Mortes, France",43.56719040,4.19177590
95,Hotel Les Templiers,https://www.booking.com/hotel/fr/les-templiers.html,Aigues Mortes,8.6,"Housed in an 18th-century merchant's house, Hotel Les Templiers is located inside the Aigues-Mortes fortifications, in southern France. It offers air-conditioned accommodation with en-suite facilities and TVs. Guests of the Hotel Les Templiers can enjoy a continental breakfast every morning. There is also a bar and a garden. Free Wi-Fi access is available in the hotel’s 24-hour reception. Guests of the Templiers Hotel can visit there nearby ponds of Ville and Merette. La Grande Motte Golf Course is just 7 km away. Paid public parking can be found nearby. ","21 Et 23 Rue De La Republique, 30220 Aigues-Mortes, France",43.56694565,4.19187346
96,Charmant appartement au cœur des remparts,https://www.booking.com/hotel/fr/charmant-appartement-au-coeur-des-remparts.html,Aigues Mortes,8.6,"Within 24 km of Montpellier Arena and 24 km of Parc des Expositions de Montpellier, Charmant appartement au cœur des remparts features free WiFi and a terrace. This apartment is 29 km from Montpellier Town Hall and 32 km from The Corum. The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a bath and free toiletries. Towels and bed linen are available in the apartment. Zenith Sud Montpellier is 28 km from the apartment, while Odysseum Shopping Centre is 29 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 29 km from Charmant appartement au cœur des remparts. ","14 Rue Marceau, 30220 Aigues-Mortes, France",43.56569860,4.19087930
97,La Maison dans les remparts,https://www.booking.com/hotel/fr/la-maison-dans-les-remparts.html,Aigues Mortes,7.6,"Featuring garden views, La Maison dans les remparts features accommodation with a patio and a coffee machine, around 24 km from Parc des Expositions de Montpellier. Located 24 km from Montpellier Arena, the property provides a restaurant and free private parking. The holiday home comes with 3 bedrooms, 2 bathrooms, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a terrace with city views. For added convenience, the property can provide towels and bed linen for an extra charge. Zenith Sud Montpellier is 28 km from the holiday home, while Odysseum Shopping Centre is 29 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from La Maison dans les remparts. ","36 Rue de la République, 30220 Aigues-Mortes, France",43.56677079,4.19210521
98,"La maison de Marie, maison de ville 4 personnes, option chambre patio 2 pers supp",https://www.booking.com/hotel/fr/la-maison-de-marie-aigues-mortes.html,Aigues Mortes,9.2,"Located in Aigues-Mortes, within 24 km of Montpellier Arena and 24 km of Parc des Expositions de Montpellier, La maison de Marie, maison de ville 4 personnes, option chambre patio 2 pers supp offers accommodation with free WiFi, air conditioning, a terrace and barbecue facilities. Guests staying at this holiday home have access to a balcony. The holiday home comes with 3 bedrooms, a kitchen with fridge and oven, and 2 bathrooms with a shower, a hairdryer and a washing machine. A flat-screen TV is featured. Zenith Sud Montpellier is 28 km from the holiday home, while Odysseum Shopping Centre is 29 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from La maison de Marie, maison de ville 4 personnes, option chambre patio 2 pers supp. ","29 Rue de la République, 30220 Aigues-Mortes, France",43.56689178,4.19211567
99,Nid douillet t3 au coeur des remparts,https://www.booking.com/hotel/fr/nid-douillet-t3-au-coeur-des-remparts.html,Aigues Mortes,8.6,"Nid douillet t3 au coeur des remparts is located in Aigues-Mortes, 24 km from Montpellier Arena and 24 km from Parc des Expositions de Montpellier, in an area where hiking can be enjoyed. It features city views and free WiFi throughout the property. The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and a hairdryer. Towels and bed linen are provided in the apartment. Zenith Sud Montpellier is 28 km from the apartment, while Odysseum Shopping Centre is 29 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from Nid douillet t3 au coeur des remparts. ","24 Rue Theaulon, 30220 Aigues-Mortes, France",43.56554160,4.18960990
100,App design au centre des remparts d’Aigues-Mortes.,https://www.booking.com/hotel/fr/app-design-au-centre-des-remparts-d-aigues-mortes.html,Aigues Mortes,9.6,"App design au centre des remparts d’Aigues-Mortes. Is located in the Aigues-Mortes Medieval City district of Aigues-Mortes, 24 km from Montpellier Arena, 24 km from Parc des Expositions de Montpellier and 28 km from Zenith Sud Montpellier. This apartment is 29 km from Odysseum Shopping Centre and 29 km from Montpellier Town Hall. This air-conditioned apartment comes with 1 bedroom, a flat-screen TV, and a kitchen. The Corum is 32 km from the apartment, while Fabre Museum is 32 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from App design au centre des remparts d’Aigues-Mortes.. ","25 Rue Emile Jamais, 30220 Aigues-Mortes, France",43.56596324,4.19175802
101,"chambre, balcon, vu remparts, clim",https://www.booking.com/hotel/fr/chambre-balcon-vu-remparts-clim.html,Aigues Mortes,,"Located in Aigues-Mortes, 24 km from Montpellier Arena and 24 km from Parc des Expositions de Montpellier, chambre, balcon, vu remparts, clim provides accommodation with free WiFi, air conditioning and a terrace. With city views, this accommodation offers a balcony. The homestay comes with a flat-screen TV. Towels and bed linen are featured in the homestay. Zenith Sud Montpellier is 28 km from the homestay, while Odysseum Shopping Centre is 29 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from chambre, balcon, vu remparts, clim. ","17 Rue Pauline Rolland, 30220 Aigues-Mortes, France",43.56611097,4.18847955
102,Nouveau! Magnifique appartement climatisé,https://www.booking.com/hotel/fr/nouveau-magnifique-appartement-climatise.html,Aigues Mortes,9.3,"Nouveau! Magnifique appartement climatisé is located in the Aigues-Mortes Medieval City district of Aigues-Mortes, 24 km from Montpellier Arena, 24 km from Parc des Expositions de Montpellier and 28 km from Zenith Sud Montpellier. This apartment is 29 km from Odysseum Shopping Centre and 29 km from Montpellier Town Hall. The apartment has 1 bedroom with air conditioning and a fully equipped kitchenette with a fridge. Towels and bed linen are provided in the apartment. The Corum is 32 km from Nouveau! Magnifique appartement climatisé, while Fabre Museum is 32 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from the accommodation. ","Entrée Rue Louis Blanc 17 Rue Marceau, 30220 Aigues-Mortes, France",43.56569450,4.19151132
103,Ô 36 Rempart Sud B&B,https://www.booking.com/hotel/fr/o-36-rempart-sud.html,Aigues Mortes,9.2,"Ô 36 Rempart Sud B&B in Aigues-Mortes is located 24 km from Montpellier Arena and provides air-conditioned accommodation with free WiFi, as well as access to a terrace. There is a fully equipped private bathroom with shower and a hairdryer. Guests at the bed and breakfast can enjoy a buffet breakfast. Parc des Expositions de Montpellier is 24 km from Ô 36 Rempart Sud B&B, while Zenith Sud Montpellier is 28 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from the accommodation. ","36 rue Victor Hugo, 30220 Aigues-Mortes, France",43.56576400,4.18875700
104,Marcelle en Camargue,https://www.booking.com/hotel/fr/marcelle-en-camargue.html,Aigues Mortes,9.9,"Marcelle en Camargue has a seasonal outdoor swimming pool, garden, a terrace and bar in Aigues-Mortes. The property is around 24 km from Montpellier Arena, 24 km from Parc des Expositions de Montpellier and 28 km from Zenith Sud Montpellier. The accommodation features airport transfers, while a bicycle rental service is also available. At the guest house, rooms are equipped with a wardrobe, bed linen and a patio with pool view. With a private bathroom fitted with a shower and free toiletries, rooms at Marcelle en Camargue also boast free WiFi, while some rooms have a city view. All rooms at the accommodation have air conditioning and a safety deposit box. Guests at Marcelle en Camargue can enjoy a continental breakfast. Odysseum Shopping Centre is 29 km from the guest house, while Montpellier Town Hall is 29 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 29 km from Marcelle en Camargue. ","40 Rue Pasteur, 30220 Aigues-Mortes, France",43.56615560,4.19234500
105,Hotel Reine Mathilde,https://www.booking.com/hotel/fr/reine-mathilde-bayeux.html,Bayeux,8.4,"Hotel Reine Mathilde is situated in the medieval district, just 300 m from the Bayeux Tapestry Museum. It offers free Wi-Fi access and modern guest rooms with private bathrooms. The guest rooms are decorated in warm, neutral colours. Each has a TV and a work desk. The private bathroom provides a hairdryer. A buffet breakfast is served daily. The restaurant, Le Garde Manger, offers continuous service throughout the day. Guests can enjoy a varied selection of traditional dishes in the dining room or on the south-facing terrace. Omaha Beach Memorial Museum is 24 km from Hotel Reine Mathilde. The American Museum is 19 km away. ","23 Rue Larcher, 14400 Bayeux, France",49.27603159,-0.70172489
106,Studio Dumas,https://www.booking.com/hotel/fr/studio-dumas.html,Bayeux,8.8,"Situated 100 m from Baron Gerard Museum, 500 m from Cathedrale Notre Dame de Bayeux and 400 m from Museum of the Bayeux Tapestry, Studio Dumas features accommodation located in Bayeux. It has city views and free WiFi throughout the property. The apartment is equipped with a flat-screen TV. The kitchen features a fridge, an oven and a microwave, as well as coffee machine and kettle. German Battery of D-Day is 9.4 km from the apartment, while D-Day Museum is 12 km from the property. The nearest airport is Caen–Carpiquet Airport, 28 km from Studio Dumas. ","14 Rue Laitière, 14400 Bayeux, France",49.27634900,-0.70269800
107,"Evasion en Normandy - cosy, fonctionnel, bien placé",https://www.booking.com/hotel/fr/evasion-en-normandy-cosy-fonctionnel-bien-place.html,Bayeux,9.1,"Offering city views, Evasion en Normandy - cosy, fonctionnel, bien placé is an accommodation set in Bayeux, 100 m from Baron Gerard Museum and 500 m from Cathedrale Notre Dame de Bayeux. This apartment is 12 km from D-Day Museum and 12 km from Arromanches 360. The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and free toiletries. Towels and bed linen are featured in the apartment. Museum of the Bayeux Tapestry is 400 m from the apartment, while German Battery of D-Day is 9.4 km away. The nearest airport is Caen–Carpiquet Airport, 28 km from Evasion en Normandy - cosy, fonctionnel, bien placé. ","Appt B1 14 Rue Laitière, 14400 Bayeux, France",49.27633930,-0.70275960
108,La Maison de Mathilde,https://www.booking.com/hotel/fr/la-maison-de-mathilde.html,Bayeux,9.0,"La Maison de Mathilde is set in Bayeux, 100 m from Baron Gerard Museum and 200 m from Museum of the Bayeux Tapestry. The guest house, dating back to the Middle Ages, features a sun terrace with views of the garden. All rooms include a flat-screen TV and some rooms offer views of the Cathedral of Bayeux. A terrace or patio are featured in certain rooms. Extras include free toiletries and a hair dryer. There is luggage storage space at the property. Guests can enjoy lunch or dinner at a restaurant located across the street from the hotel. The guest house also offers bike hire and is 10 km from Port-en-Bessin. The Cathedral of Bayeux is 300 m from La Maison de Mathilde, while Museum of the Battle of Normandy is 800 m away. ","23 Rue Larcher, 14400 Bayeux, France",49.27647468,-0.70247008
109,SAMANDINE HOME,https://www.booking.com/hotel/fr/samandine-home.html,Bayeux,9.5,"Boasting garden views, SAMANDINE HOME offers accommodation with a garden, a restaurant and barbecue facilities, around 200 m from Baron Gerard Museum. This holiday home is 10 km from German Battery of D-Day and 12 km from D-Day Museum. The holiday home with a terrace and city views has 4 bedrooms, a living room, a flat-screen TV, an equipped kitchen with a fridge and an oven, and 2 bathrooms with a shower. Towels and bed linen are offered in the holiday home. Cathedrale Notre Dame de Bayeux is 400 m from the holiday home, while Museum of the Bayeux Tapestry is 400 m from the property. The nearest airport is Caen–Carpiquet Airport, 28 km from SAMANDINE HOME. ","9 Rue Laitière, 14400 Bayeux, France",49.27664350,-0.70228390
110,Le 31bis Guillaume,https://www.booking.com/hotel/fr/le-31bis.html,Bayeux,8.2,"Le 31bis Guillaume is located in Bayeux, 300 m from Museum of the Bayeux Tapestry and 200 m from Baron Gerard Museum, in an area where hiking can be enjoyed. Featuring city views, this apartment also offers free WiFi. The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a kettle, and 1 bathroom with a shower and free toiletries. Towels and bed linen are provided in the apartment. Cathedrale Notre Dame de Bayeux is 600 m from the apartment, while German Battery of D-Day is 8.5 km away. The nearest airport is Caen–Carpiquet Airport, 27 km from Le 31bis Guillaume. ","31 bis rue Larcher, 14400 Bayeux, France",49.27538804,-0.70214736
111,Enjoy Bayeux #2 - Old town & WIFI,https://www.booking.com/hotel/fr/enjoy-bayeux-2-old-town-amp-wifi.html,Bayeux,7.6,"Located in Bayeux, 300 m from Museum of the Bayeux Tapestry and 200 m from Baron Gerard Museum, Enjoy Bayeux #2 - Old town & WIFI provides accommodation with amenities such as free WiFi and a flat-screen TV. This apartment is 11 km from D-Day Museum and 11 km from Arromanches 360. The apartment features 2 bedrooms, a kitchen with a fridge and an oven, a washing machine and 1 bathroom with a hairdryer. Towels and bed linen are featured in the apartment. Cathedrale Notre Dame de Bayeux is 500 m from Enjoy Bayeux #2 - Old town & WIFI, while German Battery of D-Day is 8.4 km away. The nearest airport is Caen–Carpiquet Airport, 27 km from the accommodation. ","11 Rue Larcher, 14400 Bayeux, France",49.27641600,-0.70142270
112,Enjoy Bayeux #1 - Old town & WIFI,https://www.booking.com/hotel/fr/enjoy-bayeux-1-old-town-amp-wifi.html,Bayeux,8.6,"Within 300 m of Museum of the Bayeux Tapestry and 200 m of Baron Gerard Museum, Enjoy Bayeux #1 - Old town & WIFI offers free WiFi and a terrace. This apartment is 11 km from D-Day Museum and 11 km from Arromanches 360. The apartment features 1 bedroom, a kitchen with a fridge and an oven, a washing machine and 1 bathroom with a hairdryer. Towels and bed linen are featured in the apartment. Cathedrale Notre Dame de Bayeux is 500 m from Enjoy Bayeux #1 - Old town & WIFI, while German Battery of D-Day is 8.4 km away. The nearest airport is Caen–Carpiquet Airport, 27 km from the accommodation. ","11 Rue Larcher, 14400 Bayeux, France",49.27641600,-0.70142270
113,"Au cœur du vieux Bayeux, logement de charme",https://www.booking.com/hotel/fr/au-coeur-du-vieux-bayeux-logement-de-charme.html,Bayeux,8.8,"Located 400 m from Cathedrale Notre Dame de Bayeux, 500 m from Museum of the Bayeux Tapestry and 9.4 km from German Battery of D-Day, Au cœur du vieux Bayeux, logement de charme provides accommodation set in Bayeux. The accommodation is a few steps from the Baron Gerard Museum and features free WiFi throughout the property. The 1-bedroom apartment is equipped with a living room with a flat-screen TV, a fully equipped kitchen with fridge and oven, and 1 bathroom with a hairdryer. Towels and bed linen are provided in the apartment. D-Day Museum is 11 km from the apartment, while Arromanches 360 is 12 km away. The nearest airport is Caen–Carpiquet Airport, 27 km from Au cœur du vieux Bayeux, logement de charme. ","29 Rue des Cuisiniers, 14400 Bayeux, France",49.27645370,-0.70336870
114,City Center Bayeux 1,https://www.booking.com/hotel/fr/city-center-bayeux-1.html,Bayeux,,"Set in Bayeux, 400 m from Museum of the Bayeux Tapestry and 200 m from Baron Gerard Museum, City Center Bayeux 1 provides accommodation with amenities such as free WiFi and a flat-screen TV. This apartment is 11 km from D-Day Museum and 11 km from Arromanches 360. The apartment has a balcony, 2 bedrooms, a living room and a well-equipped kitchen. Cathedrale Notre Dame de Bayeux is 400 m from the apartment, while German Battery of D-Day is 8.4 km from the property. The nearest airport is Caen–Carpiquet Airport, 27 km from City Center Bayeux 1. ","13 Rue Saint-Martin, 14400 Bayeux, France",49.27688860,-0.70186430
115,City Center Bayeux 2,https://www.booking.com/hotel/fr/city-center-bayeux-2.html,Bayeux,,"City Center Bayeux 2 is located in Bayeux, 200 m from Baron Gerard Museum, 400 m from Cathedrale Notre Dame de Bayeux, as well as 8.4 km from German Battery of D-Day. The accommodation is 400 m from the Museum of the Bayeux Tapestry and features free WiFi throughout the property. The 2-bedroom apartment comes with a living room with flat-screen TV, and a fully equipped kitchen. D-Day Museum is 11 km from the apartment, while Arromanches 360 is 11 km away. The nearest airport is Caen–Carpiquet Airport, 27 km from City Center Bayeux 2. ","2 13 Rue Saint-Martin, 14400 Bayeux, France",49.27688860,-0.70186430
116,City Center Bayeux 3,https://www.booking.com/hotel/fr/city-center-bayeux-3.html,Bayeux,9.0,"Situated 200 m from Baron Gerard Museum, 400 m from Cathedrale Notre Dame de Bayeux and 8.4 km from German Battery of D-Day, City Center Bayeux 3 features accommodation located in Bayeux. The accommodation is 400 m from the Museum of the Bayeux Tapestry and has free WiFi throughout the property. The 1-bedroom apartment features a living room with flat-screen TV, and a fully equipped kitchen. D-Day Museum is 11 km from the apartment, while Arromanches 360 is 11 km from the property. The nearest airport is Caen–Carpiquet Airport, 27 km from City Center Bayeux 3. ","13 Rue Saint-Martin, 14400 Bayeux, France",49.27688860,-0.70186430
117,Gîte de la cathédrale,https://www.booking.com/hotel/fr/gite-de-la-cathedrale.html,Bayeux,9.0,"Within 50 m of Baron Gerard Museum and 400 m of Cathedrale Notre Dame de Bayeux, Gîte de la cathédrale features free WiFi and a terrace. This apartment is 11 km from D-Day Museum and 12 km from Arromanches 360. The apartment with a patio and city views has 1 bedroom, a living room, a flat-screen TV, an equipped kitchen with a fridge and an oven, and 1 bathroom with a shower. Towels and bed linen are available in the apartment. Museum of the Bayeux Tapestry is 500 m from the apartment, while German Battery of D-Day is 9.4 km from the property. The nearest airport is Caen–Carpiquet Airport, 27 km from Gîte de la cathédrale. ","27 Rue des Cuisiniers, 14123 Bayeux, France",49.27660730,-0.70339724
118,La Plus Petite Maison De France,https://www.booking.com/hotel/fr/tour-de-l-39-islet.html,Bayeux,9.2,"La Plus Petite Maison De France is located in Bayeux, 300 m from Museum of the Bayeux Tapestry, 300 m from Baron Gerard Museum, and 500 m from Cathedrale Notre Dame de Bayeux. Featuring city and river views, this holiday home also offers free WiFi. The holiday home is equipped with 1 bedroom, a kitchenette with a fridge and a microwave, and 1 bathroom with a shower and a hairdryer. Towels and bed linen are provided in the holiday home. If you would like to discover the area, hiking is possible in the surroundings and the holiday home can arrange a bicycle rental service. German Battery of D-Day is 8.4 km from La Plus Petite Maison De France, while D-Day Museum is 11 km away. The nearest airport is Caen–Carpiquet Airport, 27 km from the accommodation. ","1 Passage De L'Islet, 14400 Bayeux, France",49.27661977,-0.70109993
119,City Affaire : Bayeux Omaha,https://www.booking.com/hotel/fr/city-affaire-bayeux-omaha.html,Bayeux,6.5,"Situated within 400 m of Museum of the Bayeux Tapestry and 200 m of Baron Gerard Museum in Bayeux, City Affaire: Bayeux Omaha features accommodation with free WiFi and flat-screen TV. Some units have a terrace and/or a balcony with city views. Guests at the aparthotel can enjoy a continental breakfast. Cathedrale Notre Dame de Bayeux is 400 m from City Affaire: Bayeux Omaha, while German Battery of D-Day is 8.4 km from the property. The nearest airport is Caen–Carpiquet Airport, 27 km from the accommodation. ","13 Rue Saint-Martin, 14400 Bayeux, France",49.27696559,-0.70178249
120,The Welcome Apartment,https://www.booking.com/hotel/fr/the-welcome-apartment.html,Bayeux,8.9,"Situated 400 m from Cathedrale Notre Dame de Bayeux, 400 m from Museum of the Bayeux Tapestry and 9.3 km from German Battery of D-Day, The Welcome Apartment features accommodation set in Bayeux. It is located a few steps from Baron Gerard Museum and provides free WiFi plus a concierge service. The apartment is equipped with 2 bedrooms, 1 bathroom, bed linen, towels, a TV with satellite channels, a dining area, a fully equipped kitchen, and a balcony with city views. D-Day Museum is 11 km from the apartment, while Arromanches 360 is 12 km away. The nearest airport is Caen–Carpiquet Airport, 27 km from The Welcome Apartment. ","42 Rue des Cuisiniers, 14400 Bayeux, France",49.27624595,-0.70377003
121,Villa Lara Hotel,https://www.booking.com/hotel/fr/villa-lara-ha-tel.html,Bayeux,9.6,"Villa Lara is a small luxury boutique hotel in the historic centre of Bayeux. It faces the 11th-century cathedral is is just a 2-minute walk from the Bayeux Tapestry. The luxury accommodation features period-style furniture, a flat-screen TV and a minibar. They have an individual colour theme using neutral tones and printed fabrics. Each has a private bathroom with a marble floor, bathrobes and slippers. A buffet breakfast of fresh pastries and hot coffee is offered every morning in the dining room. Guests can also relax in the empire-style bar before dining in the nearby restaurants. Private parking is free on site and Omaha Beach is 10 km from the hotel. It can be accessed from Bayeux SNCF Train Station, which is 850 m away. Free Wi-Fi is available throughout the hotel. ","6, Place du Québec, 14400 Bayeux, France",49.27551886,-0.70096448
